,transaction_id,item,quantity,price_per_unit,total_spent,payment_method,location,transaction_date,date_diff,red_flag
5710,TXN_8159727,Salad,5.0,5.0,25.0,Digital Wallet,Unknown,2023-04-24,-52.0,1
7259,TXN_8159772,Cake,1.0,3.0,3.0,Credit Card,In-store,2023-10-02,161.0,0
3986,TXN_8160791,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-10-24,22.0,0
1074,TXN_8161873,Tea,1.0,1.5,1.5,Digital Wallet,Unknown,2023-02-08,-258.0,1
3092,TXN_8162049,Sandwich,1.0,4.0,4.0,Digital Wallet,Unknown,2023-02-08,,0
9740,TXN_8162690,Salad,2.0,5.0,10.0,Digital Wallet,Unknown,2023-05-08,,0
6421,TXN_8164119,Tea,3.0,1.5,4.5,Credit Card,Takeaway,2023-01-07,-121.0,1
3704,TXN_8164332,Tea,4.0,1.5,6.0,Cash,Takeaway,2023-04-22,105.0,0
4723,TXN_8165784,Cake,5.0,3.0,15.0,Digital Wallet,Unknown,2023-10-15,176.0,0
1972,TXN_8166394,Juice,4.0,3.0,12.0,Credit Card,Unknown,2023-12-22,68.0,0
186,TXN_8166407,Smoothie,2.0,4.0,8.0,Unknown,Unknown,2023-07-26,-149.0,1
4647,TXN_8166527,Salad,2.0,5.0,10.0,Cash,In-store,2023-05-24,-63.0,1
4392,TXN_8167275,Salad,5.0,5.0,25.0,Unknown,Unknown,2023-05-24,,0
737,TXN_8167279,Salad,5.0,5.0,25.0,Unknown,In-store,2023-05-24,,0
7450,TXN_8167311,Salad,1.0,5.0,5.0,Unknown,Takeaway,2023-10-09,,0
7339,TXN_8167530,Cake,3.0,3.0,9.0,Cash,In-store,2023-03-08,-215.0,1
5006,TXN_8167741,Sandwich,4.0,4.0,16.0,Unknown,Takeaway,2023-09-09,185.0,0
2836,TXN_8167808,Cake,3.0,3.0,9.0,Cash,In-store,2023-02-03,-218.0,1
4781,TXN_8170122,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-03-20,45.0,0
534,TXN_8171171,Coffee,1.0,2.0,2.0,Unknown,Takeaway,2023-05-13,54.0,0
3626,TXN_8172182,Cake,2.0,3.0,6.0,Unknown,Unknown,2023-06-22,40.0,0
5424,TXN_8172333,Cookie,4.0,1.0,4.0,Credit Card,Unknown,2023-12-25,186.0,0
7673,TXN_8172897,Cookie,3.0,1.0,3.0,Unknown,Takeaway,2023-03-14,-286.0,1
4013,TXN_8173006,Salad,3.0,5.0,15.0,Unknown,Takeaway,2023-12-21,282.0,0
6878,TXN_8175702,Tea,1.0,1.5,1.5,Unknown,Takeaway,2023-08-27,-116.0,1
5552,TXN_8176812,Sandwich,5.0,4.0,20.0,Digital Wallet,Unknown,2023-06-21,-67.0,1
7666,TXN_8180793,Cookie,4.0,1.0,4.0,Digital Wallet,Unknown,2023-11-17,149.0,0
6615,TXN_8181326,Tea,5.0,1.5,7.5,Cash,Unknown,2023-02-28,-262.0,1
1676,TXN_8182245,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-10-24,238.0,0
8822,TXN_8183734,Cookie,2.0,1.0,2.0,Digital Wallet,In-store,2023-08-25,-60.0,1
1260,TXN_8186625,Cookie,1.0,1.0,1.0,Digital Wallet,Takeaway,2023-07-21,-35.0,1
5908,TXN_8187087,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-01-31,-171.0,1
5191,TXN_8187222,Coffee,4.0,2.0,8.0,Credit Card,Unknown,2023-03-08,36.0,0
857,TXN_8187656,Tea,4.0,1.5,6.0,Credit Card,Takeaway,2023-05-01,54.0,0
8921,TXN_8188818,Tea,2.0,1.5,3.0,Unknown,Unknown,2023-10-07,159.0,0
3075,TXN_8188857,Cake,1.0,3.0,3.0,Unknown,Unknown,2023-12-21,75.0,0
9796,TXN_8191202,Cookie,2.0,1.0,2.0,Digital Wallet,In-store,2023-01-14,-341.0,1
2029,TXN_8191921,Salad,3.0,5.0,15.0,Digital Wallet,Unknown,2023-01-14,,0
3661,TXN_8192063,Juice,4.0,3.0,12.0,Cash,Unknown,2023-02-06,,0
4752,TXN_8194534,Coffee,2.0,2.0,4.0,Cash,Unknown,2023-05-19,102.0,0
6388,TXN_8195843,Cookie,4.0,1.0,4.0,Unknown,Unknown,2023-06-02,14.0,0
8674,TXN_8196921,Coffee,4.0,2.0,8.0,Credit Card,Takeaway,2023-05-19,-14.0,1
7038,TXN_8197935,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-03-28,-52.0,1
2579,TXN_8199524,Cake,5.0,3.0,15.0,Cash,Unknown,2023-12-01,248.0,0
9574,TXN_8199561,Cookie,4.0,1.0,4.0,Unknown,Unknown,2023-07-31,-123.0,1
492,TXN_8199829,Cake,2.0,3.0,6.0,Credit Card,Unknown,2023-07-29,-2.0,1
48,TXN_8201146,Juice,5.0,3.0,15.0,Cash,Unknown,2023-06-26,-33.0,1
5906,TXN_8203190,Tea,2.0,1.5,3.0,Unknown,In-store,2023-06-16,-10.0,1
1375,TXN_8205107,Sandwich,4.0,4.0,16.0,Unknown,Takeaway,2023-04-19,-58.0,1
3795,TXN_8205635,Cake,5.0,3.0,15.0,Credit Card,Unknown,2023-04-19,,0
1637,TXN_8207244,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-05-04,,0
7601,TXN_8208915,Juice,2.0,3.0,6.0,Cash,Unknown,2023-05-09,5.0,0
9188,TXN_8209124,Coffee,2.0,2.0,4.0,Cash,Unknown,2023-10-05,149.0,0
445,TXN_8209125,Cookie,3.0,1.0,3.0,Credit Card,Takeaway,2023-01-30,-248.0,1
6947,TXN_8209509,Cookie,4.0,1.0,4.0,Unknown,Takeaway,2023-11-09,283.0,0
1161,TXN_8209794,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-10-25,-15.0,1
8857,TXN_8210816,Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-08-12,-74.0,1
7618,TXN_8211133,Tea,2.0,1.5,3.0,Unknown,Takeaway,2023-08-31,19.0,0
5472,TXN_8211146,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-04-30,-123.0,1
7999,TXN_8211198,Juice,3.0,3.0,9.0,Credit Card,Unknown,2023-01-24,-96.0,1
7442,TXN_8211288,Smoothie,1.0,4.0,4.0,Cash,In-store,2023-04-23,89.0,0
6687,TXN_8211303,Salad,5.0,5.0,25.0,Unknown,Unknown,2023-08-26,125.0,0
5223,TXN_8212783,Salad,3.0,5.0,15.0,Credit Card,In-store,2023-03-30,-149.0,1
5032,TXN_8214944,Tea,3.0,1.5,4.5,Credit Card,In-store,2023-11-18,233.0,0
4396,TXN_8215595,Tea,2.0,1.5,3.0,Cash,Unknown,2023-11-23,5.0,0
5623,TXN_8219210,Smoothie,5.0,4.0,20.0,Cash,Unknown,2023-01-12,-315.0,1
6666,TXN_8219298,Juice,5.0,3.0,15.0,Credit Card,Unknown,2023-09-01,232.0,0
7124,TXN_8219472,Cookie,4.0,1.0,4.0,Credit Card,Unknown,2023-11-09,69.0,0
1382,TXN_8219519,Tea,5.0,1.5,7.5,Unknown,Unknown,2023-11-29,20.0,0
5324,TXN_8220657,Tea,2.0,1.5,3.0,Cash,Unknown,2023-08-13,-108.0,1
7155,TXN_8222593,Sandwich,4.0,4.0,16.0,Credit Card,Unknown,2023-05-11,-94.0,1
5644,TXN_8223689,Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-09-08,120.0,0
394,TXN_8224079,Cookie,5.0,1.0,5.0,Cash,In-store,2023-10-16,38.0,0
4718,TXN_8225343,Smoothie,1.0,4.0,4.0,Cash,Unknown,2023-05-10,-159.0,1
5279,TXN_8225571,Tea,4.0,1.5,6.0,Digital Wallet,Unknown,2023-01-17,-113.0,1
2412,TXN_8226226,Sandwich,1.0,4.0,4.0,Unknown,In-store,2023-07-30,194.0,0
5829,TXN_8226985,Coffee,2.0,2.0,4.0,Unknown,Unknown,2023-03-08,-144.0,1
4545,TXN_8227648,Tea,3.0,1.5,4.5,Unknown,Takeaway,2023-05-31,84.0,0
8404,TXN_8228500,Tea,3.0,1.5,4.5,Unknown,In-store,2023-04-15,-46.0,1
3907,TXN_8228865,Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-09-19,157.0,0
926,TXN_8229546,Smoothie,2.0,4.0,8.0,Cash,Unknown,2023-10-16,27.0,0
7522,TXN_8230414,Sandwich,4.0,4.0,16.0,Cash,Unknown,2023-11-20,35.0,0
49,TXN_8230936,Cake,3.0,3.0,9.0,Unknown,Unknown,2023-05-02,-202.0,1
2752,TXN_8232653,Salad,5.0,5.0,25.0,Cash,Unknown,2023-04-21,-11.0,1
4283,TXN_8233101,Salad,2.0,5.0,10.0,Cash,In-store,2023-02-12,-68.0,1
7684,TXN_8235042,Sandwich,1.0,4.0,4.0,Credit Card,Unknown,2023-02-12,,0
6256,TXN_8235381,Cookie,3.0,1.0,3.0,Digital Wallet,In-store,2023-03-01,,0
6827,TXN_8235675,Tea,1.0,1.5,1.5,Credit Card,Unknown,2023-08-08,160.0,0
5186,TXN_8236432,Salad,1.0,5.0,5.0,Unknown,Unknown,2023-12-04,118.0,0
8413,TXN_8237192,Sandwich,3.0,4.0,12.0,Unknown,Unknown,2023-10-03,-62.0,1
4535,TXN_8239121,Smoothie,1.0,4.0,4.0,Unknown,In-store,2023-05-11,-145.0,1
6930,TXN_8240436,Salad,5.0,5.0,25.0,Unknown,In-store,2023-07-05,55.0,0
7952,TXN_8241649,Tea,5.0,1.5,7.5,Unknown,Unknown,2023-03-15,-112.0,1
3437,TXN_8241724,Smoothie,1.0,4.0,4.0,Credit Card,Takeaway,2023-05-14,60.0,0
2843,TXN_8242126,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-11-20,190.0,0
3955,TXN_8244640,Cookie,1.0,1.0,1.0,Unknown,Takeaway,2023-09-24,-57.0,1
8437,TXN_8245502,Salad,1.0,5.0,5.0,Credit Card,Unknown,2023-03-16,-192.0,1
1756,TXN_8245906,Cake,1.0,3.0,3.0,Digital Wallet,Unknown,2023-02-08,-36.0,1
7754,TXN_8246369,Juice,1.0,3.0,3.0,Credit Card,Unknown,2023-10-16,250.0,0
840,TXN_8249251,Cake,3.0,3.0,9.0,Unknown,In-store,2023-01-01,-288.0,1
8828,TXN_8249996,Cookie,4.0,1.0,4.0,Digital Wallet,Unknown,2023-09-19,261.0,0
2864,TXN_8250427,Coffee,4.0,2.0,8.0,Credit Card,Unknown,2023-09-15,-4.0,1
266,TXN_8250651,Sandwich,4.0,4.0,16.0,Digital Wallet,In-store,2023-03-13,-186.0,1
789,TXN_8250731,Cookie,2.0,1.0,2.0,Cash,Unknown,2023-08-24,164.0,0
7018,TXN_8250845,Cookie,1.0,1.0,1.0,Cash,Unknown,2023-12-09,107.0,0
5602,TXN_8252793,Cookie,4.0,1.0,4.0,Digital Wallet,Unknown,2023-07-28,-134.0,1
3532,TXN_8253046,Cake,1.0,3.0,3.0,Unknown,In-store,2023-12-20,145.0,0
9937,TXN_8253472,Cake,1.0,3.0,3.0,Unknown,Unknown,2023-12-20,,0
645,TXN_8255965,Juice,2.0,3.0,6.0,Unknown,In-store,2023-11-16,,0
373,TXN_8256593,Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-08-09,-99.0,1
1721,TXN_8257774,Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-03-04,-158.0,1
6023,TXN_8258400,Salad,5.0,5.0,25.0,Unknown,Unknown,2023-10-09,219.0,0
8236,TXN_8258798,Coffee,3.0,2.0,6.0,Cash,In-store,2023-10-18,9.0,0
514,TXN_8259257,Tea,2.0,1.5,3.0,Unknown,In-store,2023-12-13,56.0,0
9330,TXN_8260297,Salad,2.0,5.0,10.0,Cash,In-store,2023-07-04,-162.0,1
8014,TXN_8260461,Cookie,2.0,1.0,2.0,Digital Wallet,Unknown,2023-10-29,117.0,0
9814,TXN_8261045,Tea,3.0,1.5,4.5,Cash,Unknown,2023-01-21,-281.0,1
5087,TXN_8261380,Cake,3.0,3.0,9.0,Cash,In-store,2023-10-01,253.0,0
9099,TXN_8263172,Juice,2.0,3.0,6.0,Unknown,Takeaway,2023-12-30,90.0,0
8491,TXN_8265257,Coffee,1.0,2.0,2.0,Unknown,In-store,2023-10-25,-66.0,1
7491,TXN_8266662,Coffee,5.0,2.0,10.0,Credit Card,Unknown,2023-04-09,-199.0,1
2610,TXN_8266689,Juice,5.0,3.0,15.0,Cash,In-store,2023-12-03,238.0,0
8948,TXN_8267031,Cake,2.0,3.0,6.0,Unknown,Takeaway,2023-03-28,-250.0,1
519,TXN_8267034,Juice,2.0,3.0,6.0,Unknown,Takeaway,2023-06-20,84.0,0
3443,TXN_8267616,Tea,4.0,1.5,6.0,Cash,Unknown,2023-03-01,-111.0,1
9719,TXN_8267915,Sandwich,2.0,4.0,8.0,Unknown,Takeaway,2023-03-22,21.0,0
95,TXN_8268061,Salad,3.0,5.0,15.0,Unknown,Takeaway,2023-08-20,151.0,0
7557,TXN_8269366,Sandwich,1.0,4.0,4.0,Unknown,Unknown,2023-10-31,72.0,0
9223,TXN_8269956,Smoothie,5.0,4.0,20.0,Unknown,Takeaway,2023-08-02,-90.0,1
9873,TXN_8270768,Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-02-28,-155.0,1
1873,TXN_8271025,Juice,5.0,3.0,15.0,Credit Card,Unknown,2023-03-09,9.0,0
6343,TXN_8271278,Tea,1.0,1.5,1.5,Unknown,Unknown,2023-07-01,114.0,0
6562,TXN_8271541,Smoothie,2.0,4.0,8.0,Unknown,Unknown,2023-09-07,68.0,0
9502,TXN_8272750,Salad,5.0,5.0,25.0,Unknown,Unknown,2023-05-18,-112.0,1
6972,TXN_8273645,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-11-02,168.0,0
9940,TXN_8273780,Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-10-15,-18.0,1
8642,TXN_8275137,Salad,4.0,5.0,20.0,Cash,Unknown,2023-11-16,32.0,0
3577,TXN_8275626,Coffee,2.0,2.0,4.0,Unknown,Takeaway,2023-09-10,-67.0,1
7824,TXN_8276063,Coffee,1.0,2.0,2.0,Credit Card,Unknown,2023-01-06,-247.0,1
362,TXN_8276635,Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-12-16,344.0,0
2063,TXN_8277553,Tea,3.0,1.5,4.5,Cash,Unknown,2023-09-26,-81.0,1
7558,TXN_8277583,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-08-15,-42.0,1
500,TXN_8278833,Cake,3.0,3.0,9.0,Unknown,Unknown,2023-02-26,-170.0,1
1767,TXN_8278982,Smoothie,5.0,4.0,20.0,Credit Card,Takeaway,2023-09-06,192.0,0
7058,TXN_8279269,Smoothie,4.0,4.0,16.0,Digital Wallet,Unknown,2023-06-14,-84.0,1
2862,TXN_8279865,Juice,1.0,3.0,3.0,Cash,Unknown,2023-07-18,34.0,0
5095,TXN_8279966,Coffee,3.0,2.0,6.0,Cash,In-store,2023-08-24,37.0,0
4379,TXN_8279992,Juice,5.0,3.0,15.0,Unknown,Unknown,2023-07-03,-52.0,1
8420,TXN_8281347,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-08-11,39.0,0
8019,TXN_8282744,Tea,2.0,1.5,3.0,Unknown,Takeaway,2023-06-16,-56.0,1
5177,TXN_8283199,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-01-23,-144.0,1
1301,TXN_8283691,Juice,3.0,3.0,9.0,Unknown,Unknown,2023-01-25,2.0,0
3040,TXN_8284313,Salad,5.0,5.0,25.0,Unknown,Unknown,2023-11-20,299.0,0
4176,TXN_8284384,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-06-05,-168.0,1
2449,TXN_8284910,Smoothie,1.0,4.0,4.0,Cash,In-store,2023-07-19,44.0,0
7103,TXN_8285283,Juice,5.0,3.0,15.0,Digital Wallet,Unknown,2023-09-21,64.0,0
2095,TXN_8285304,Cookie,1.0,1.0,1.0,Cash,Unknown,2023-07-09,-74.0,1
7775,TXN_8285410,Coffee,4.0,2.0,8.0,Credit Card,Unknown,2023-09-10,63.0,0
4934,TXN_8285752,Cookie,4.0,1.0,4.0,Unknown,In-store,2023-01-07,-246.0,1
5150,TXN_8286164,Smoothie,1.0,4.0,4.0,Unknown,In-store,2023-03-08,60.0,0
4449,TXN_8287437,Tea,2.0,1.5,3.0,Unknown,Unknown,2023-03-16,8.0,0
2590,TXN_8292441,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-09-15,183.0,0
3022,TXN_8293691,Coffee,4.0,2.0,8.0,Unknown,Unknown,2023-06-30,-77.0,1
3860,TXN_8294790,Cookie,1.0,1.0,1.0,Digital Wallet,Takeaway,2023-09-01,63.0,0
2290,TXN_8295101,Tea,4.0,1.5,6.0,Unknown,Unknown,2023-10-23,52.0,0
2588,TXN_8295765,Cake,4.0,3.0,12.0,Unknown,Takeaway,2023-04-05,-201.0,1
746,TXN_8296518,Sandwich,2.0,4.0,8.0,Credit Card,In-store,2023-02-08,-56.0,1
727,TXN_8297135,Sandwich,2.0,4.0,8.0,Unknown,Unknown,2023-09-16,220.0,0
6794,TXN_8297751,Salad,3.0,5.0,15.0,Cash,Takeaway,2023-04-08,-161.0,1
590,TXN_8298311,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-04-08,,0
1067,TXN_8298711,Coffee,3.0,2.0,6.0,Unknown,Takeaway,2023-01-26,,0
1289,TXN_8300706,Salad,2.0,5.0,10.0,Digital Wallet,Unknown,2023-12-23,331.0,0
5559,TXN_8301190,Coffee,1.0,2.0,2.0,Cash,Takeaway,2023-04-01,-266.0,1
159,TXN_8301424,Juice,2.0,3.0,6.0,Unknown,Unknown,2023-06-27,87.0,0
3922,TXN_8302551,Cake,4.0,3.0,12.0,Unknown,Unknown,2023-06-27,,0
4443,TXN_8304002,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-05-02,,0
3641,TXN_8304399,Tea,2.0,1.5,3.0,Cash,In-store,2023-06-08,37.0,0
7036,TXN_8305586,Coffee,4.0,2.0,8.0,Cash,Unknown,2023-01-06,-153.0,1
4005,TXN_8305936,Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-08-02,208.0,0
6361,TXN_8306028,Salad,1.0,5.0,5.0,Unknown,Takeaway,2023-02-27,-156.0,1
6906,TXN_8306630,Sandwich,2.0,4.0,8.0,Credit Card,In-store,2023-04-26,58.0,0
5963,TXN_8308356,Smoothie,1.0,4.0,4.0,Digital Wallet,Unknown,2023-11-21,209.0,0
2072,TXN_8308672,Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-01-01,-324.0,1
5307,TXN_8309656,Sandwich,3.0,4.0,12.0,Unknown,Takeaway,2023-01-04,3.0,0
1572,TXN_8313892,Salad,3.0,5.0,15.0,Credit Card,Takeaway,2023-11-29,329.0,0
9494,TXN_8316135,Salad,3.0,5.0,15.0,Digital Wallet,Takeaway,2023-11-06,-23.0,1
172,TXN_8316826,Coffee,3.0,2.0,6.0,Unknown,In-store,2023-04-17,-203.0,1
5727,TXN_8316915,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-05-30,43.0,0
9872,TXN_8318388,Cake,5.0,3.0,15.0,Unknown,Unknown,2023-11-26,180.0,0
328,TXN_8319993,Juice,1.0,3.0,3.0,Digital Wallet,Unknown,2023-08-06,-112.0,1
576,TXN_8320245,Tea,3.0,1.5,4.5,Unknown,Takeaway,2023-04-09,-119.0,1
1641,TXN_8321092,Juice,2.0,3.0,6.0,Credit Card,Unknown,2023-09-28,172.0,0
1834,TXN_8321225,Tea,4.0,1.5,6.0,Credit Card,Takeaway,2023-08-20,-39.0,1
5490,TXN_8321887,Cookie,5.0,1.0,5.0,Unknown,Unknown,2023-03-21,-152.0,1
4032,TXN_8323012,Tea,3.0,1.5,4.5,Credit Card,Unknown,2023-12-17,271.0,0
5048,TXN_8324315,Salad,1.0,5.0,5.0,Unknown,Unknown,2023-08-07,-132.0,1
8988,TXN_8324715,Sandwich,5.0,4.0,20.0,Credit Card,Unknown,2023-03-21,-139.0,1
8947,TXN_8325221,Coffee,2.0,2.0,4.0,Credit Card,Unknown,2023-11-17,241.0,0
3649,TXN_8325464,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-08-02,-107.0,1
8260,TXN_8325722,Sandwich,2.0,4.0,8.0,Unknown,Takeaway,2023-05-27,-67.0,1
5244,TXN_8326905,Coffee,5.0,2.0,10.0,Unknown,Takeaway,2023-03-10,-78.0,1
6867,TXN_8329144,Sandwich,2.0,4.0,8.0,Digital Wallet,In-store,2023-03-04,-6.0,1
2708,TXN_8329302,Juice,3.0,3.0,9.0,Unknown,Takeaway,2023-03-04,,0
9888,TXN_8330240,Sandwich,4.0,4.0,16.0,Digital Wallet,Unknown,2023-06-06,,0
1118,TXN_8330446,Smoothie,3.0,4.0,12.0,Credit Card,In-store,2023-08-06,61.0,0
9515,TXN_8330837,Juice,3.0,3.0,9.0,Digital Wallet,Unknown,2023-10-13,68.0,0
5400,TXN_8331542,Salad,4.0,5.0,20.0,Unknown,In-store,2023-12-23,71.0,0
9144,TXN_8332592,Juice,5.0,3.0,15.0,Unknown,Unknown,2023-03-25,-273.0,1
2353,TXN_8335965,Tea,5.0,1.5,7.5,Credit Card,Unknown,2023-03-21,-4.0,1
953,TXN_8336656,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-12-02,256.0,0
3131,TXN_8337899,Cookie,1.0,1.0,1.0,Digital Wallet,Unknown,2023-11-10,-22.0,1
9438,TXN_8340038,Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-07-15,-118.0,1
9271,TXN_8341520,Sandwich,3.0,4.0,12.0,Unknown,Takeaway,2023-06-24,-21.0,1
3699,TXN_8342990,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-04-23,-62.0,1
8786,TXN_8343149,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-10-28,188.0,0
8803,TXN_8343414,Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-02-28,-242.0,1
5796,TXN_8344035,Smoothie,2.0,4.0,8.0,Cash,Unknown,2023-08-23,176.0,0
9931,TXN_8344810,Smoothie,2.0,4.0,8.0,Unknown,Unknown,2023-08-23,,0
4543,TXN_8345092,Smoothie,1.0,4.0,4.0,Credit Card,Unknown,2023-07-24,,0
8034,TXN_8345383,Tea,5.0,1.5,7.5,Unknown,Takeaway,2023-10-14,82.0,0
4538,TXN_8345649,Cookie,5.0,1.0,5.0,Cash,Unknown,2023-08-23,-52.0,1
719,TXN_8345723,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-08-27,4.0,0
8310,TXN_8347965,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-03-17,-163.0,1
9476,TXN_8348710,Coffee,1.0,2.0,2.0,Cash,In-store,2023-12-27,285.0,0
7039,TXN_8349096,Cookie,5.0,1.0,5.0,Unknown,Unknown,2023-12-12,-15.0,1
5464,TXN_8352365,Coffee,5.0,2.0,10.0,Unknown,Takeaway,2023-08-10,-124.0,1
9511,TXN_8352416,Salad,1.0,5.0,5.0,Digital Wallet,In-store,2023-07-26,-15.0,1
5661,TXN_8352748,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-05-01,-86.0,1
8421,TXN_8353202,Sandwich,4.0,4.0,16.0,Digital Wallet,In-store,2023-06-14,44.0,0
796,TXN_8354174,Coffee,3.0,2.0,6.0,Credit Card,Unknown,2023-12-29,198.0,0
5213,TXN_8356048,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-06-05,-207.0,1
1527,TXN_8356338,Salad,5.0,5.0,25.0,Credit Card,In-store,2023-08-06,62.0,0
3169,TXN_8359674,Salad,3.0,5.0,15.0,Unknown,Takeaway,2023-10-16,71.0,0
8751,TXN_8359693,Sandwich,2.0,4.0,8.0,Digital Wallet,In-store,2023-10-23,7.0,0
1918,TXN_8360073,Cake,4.0,3.0,12.0,Digital Wallet,In-store,2023-06-15,-130.0,1
4637,TXN_8360779,Cookie,4.0,1.0,4.0,Credit Card,In-store,2023-10-25,132.0,0
1251,TXN_8361255,Cake,3.0,3.0,9.0,Cash,Takeaway,2023-07-29,-88.0,1
3216,TXN_8361813,Cookie,3.0,1.0,3.0,Cash,In-store,2023-08-01,3.0,0
4426,TXN_8361821,Tea,5.0,1.5,7.5,Cash,In-store,2023-06-30,-32.0,1
6677,TXN_8362750,Salad,4.0,5.0,20.0,Unknown,In-store,2023-04-01,-90.0,1
6174,TXN_8363628,Salad,1.0,5.0,5.0,Digital Wallet,Unknown,2023-04-07,6.0,0
7210,TXN_8363711,Smoothie,2.0,4.0,8.0,Unknown,In-store,2023-05-21,44.0,0
356,TXN_8365478,Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-02-06,-104.0,1
8817,TXN_8365530,Sandwich,4.0,4.0,16.0,Unknown,Takeaway,2023-03-10,32.0,0
9118,TXN_8365857,Smoothie,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-10-06,210.0,0
1476,TXN_8366002,Sandwich,2.0,4.0,8.0,Credit Card,Unknown,2023-12-26,81.0,0
9837,TXN_8367194,Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-02-04,-325.0,1
4512,TXN_8367716,Tea,2.0,1.5,3.0,Credit Card,Takeaway,2023-02-03,-1.0,1
2443,TXN_8372268,Salad,2.0,5.0,10.0,Unknown,Takeaway,2023-06-15,132.0,0
5072,TXN_8374101,Salad,5.0,5.0,25.0,Credit Card,Unknown,2023-08-16,62.0,0
3875,TXN_8377178,Coffee,5.0,2.0,10.0,Unknown,Unknown,2023-02-03,-194.0,1
229,TXN_8377564,Cake,5.0,3.0,15.0,Unknown,In-store,2023-07-14,161.0,0
3568,TXN_8377812,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-03-27,-109.0,1
965,TXN_8379141,Salad,1.0,5.0,5.0,Unknown,In-store,2023-10-01,188.0,0
4961,TXN_8379815,Smoothie,5.0,4.0,20.0,Credit Card,Unknown,2023-07-31,-62.0,1
5738,TXN_8379868,Cake,3.0,3.0,9.0,Cash,In-store,2023-01-16,-196.0,1
2284,TXN_8379880,Juice,3.0,3.0,9.0,Unknown,Takeaway,2023-05-24,128.0,0
9653,TXN_8379919,Cookie,3.0,1.0,3.0,Digital Wallet,Unknown,2023-12-04,194.0,0
1708,TXN_8382825,Coffee,5.0,2.0,10.0,Cash,In-store,2023-01-20,-318.0,1
4566,TXN_8383484,Juice,2.0,3.0,6.0,Unknown,Unknown,2023-12-20,334.0,0
4728,TXN_8384229,Tea,4.0,1.5,6.0,Digital Wallet,Unknown,2023-01-08,-346.0,1
8937,TXN_8384372,Tea,4.0,1.5,6.0,Digital Wallet,Unknown,2023-08-07,211.0,0
7899,TXN_8384428,Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-08-11,4.0,0
2932,TXN_8384628,Salad,3.0,5.0,15.0,Credit Card,Takeaway,2023-08-22,11.0,0
8129,TXN_8384699,Salad,3.0,5.0,15.0,Unknown,In-store,2023-12-16,116.0,0
3883,TXN_8384806,Sandwich,3.0,4.0,12.0,Unknown,Takeaway,2023-07-07,-162.0,1
4515,TXN_8385321,Smoothie,2.0,4.0,8.0,Credit Card,Takeaway,2023-02-08,-149.0,1
6391,TXN_8385625,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-12-23,318.0,0
8167,TXN_8386253,Tea,4.0,1.5,6.0,Cash,Unknown,2023-05-11,-226.0,1
712,TXN_8386792,Coffee,3.0,2.0,6.0,Unknown,In-store,2023-10-05,147.0,0
